IR	Green	Red	Blue	ACCx	ACCy	ACCz	HR_bpm	HRV
13999	62499	20055	37856	3484	8784	-14384		
13975	62471	20064	37853	3516	8784	-14452		
13976	62460	20049	37853	3516	8784	-14452		
13974	62455	20055	37851	3516	8788	-14404		
13982	62472	20052	37841	3516	8788	-14404		
13974	62442	20047	37840	3444	8832	-14368		
13971	62450	20053	37832	3444	8832	-14368		
13982	62438	20069	37842	3416	8912	-14524		
13972	62439	20069	37856	3416	8912	-14524		
14030	62425	20069	37834	3544	8708	-14284		
14072	62445	20093	37853	3544	8708	-14284		
14091	62449	20108	37839	3528	8756	-14404		
14129	62445	20121	37840	3528	8756	-14404		
14145	62453	20157	37840	3436	8848	-14440		
14136	62457	20147	37849	3436	8848	-14440		
14173	62460	20153	37837	3356	8876	-14564		
14139	62460	20147	37838	3356	8876	-14564		
14162	62479	20197	37831	3472	8912	-14428		
14186	62483	20195	37851	3472	8912	-14428		
14176	62471	20166	37863	3496	8744	-14424		
14141	62479	20153	37865	3496	8744	-14424		
14205	62485	20171	37874	3456	8740	-14484		
14142	62497	20154	37863	3456	8740	-14484		
14209	62519	20154	37854	3540	8720	-14544		
14176	62515	20173	37881	3540	8720	-14544		
14192	62507	20170	37880	3404	8772	-14456		
14194	62515	20193	37878	3404	8772	-14456		
14241	62524	20196	37865	3440	8784	-14732		
14185	62523	20169	37904	3440	8784	-14732		
14204	62526	20179	37893	3504	8728	-14524		
14184	62520	20209	37893	3504	8728	-14524		
14165	62502	20192	37902	3516	8808	-14360		
14191	62489	20212	37865	3516	8808	-14360		
14199	62492	20224	37863	3484	8756	-14516		
14229	62469	20204	37864	3484	8756	-14516		
14218	62452	20202	37852	3480	8852	-14616		
14200	62456	20214	37859	3480	8852	-14616		
14194	62463	20220	37858	3544	8740	-14556		
14190	62440	20196	37856	3544	8740	-14556		
14201	62456	20219	37844	3396	8752	-14412		
14200	62440	20156	37836	3396	8752	-14412		
14176	62431	20171	37829	3496	8880	-14448		
14175	62433	20170	37844	3496	8880	-14448		
14175	62418	20154	37828	3436	8728	-14396		
14162	62409	20144	37829	3436	8728	-14396		
14102	62398	20115	37829	3492	8776	-14420		
14101	62387	20121	37827	3492	8776	-14420		
14146	62377	20106	37822	3384	8816	-14364		
14136	62376	20125	37815	3384	8816	-14364		
14158	62392	20129	37822	3476	8832	-14412		
14158	62374	20130	37821	3476	8832	-14412		
14166	62354	20151	37823	3404	8680	-14572		
14213	62398	20176	37832	3404	8680	-14572		
14204	62372	20179	37809	3420	8768	-14556		
14208	62391	20168	37827	3420	8768	-14556		
14196	62382	20147	37819	3452	8716	-14624		
14233	62384	20156	37817	3452	8716	-14624		
14221	62404	20165	37824	3480	8808	-14440		
14244	62388	20183	37840	3480	8808	-14440		
14244	62397	20183	37823	3584	8876	-14584		
14261	62412	20191	37824	3584	8876	-14584		
14255	62406	20211	37826	3288	8736	-14444		
14281	62407	20204	37822	3288	8736	-14444		
14277	62401	20203	37811	3436	8848	-14540		
14301	62414	20216	37832	3436	8848	-14540		
14304	62425	20218	37835	3476	8796	-14464		
14284	62419	20230	37833	3476	8796	-14464		
14253	62420	20221	37822	3532	8804	-14400		
14258	62414	20246	37834	3532	8804	-14400		
14253	62410	20247	37830	3396	8812	-14276		
14267	62375	20272	37815	3396	8812	-14276		
14257	62354	20274	37816	3524	8848	-14400		
14267	62345	20279	37810	3524	8848	-14400		
14245	62344	20278	37787	3520	8880	-14532		
14236	62320	20232	37802	3520	8880	-14532		
14214	62287	20262	37780	3548	8840	-14440		
14228	62302	20263	37791	3548	8840	-14440		
14284	62288	20296	37792	3468	8800	-14452		
14262	62299	20293	37773	3468	8800	-14452		
14279	62275	20302	37770	3472	8728	-14344		
14278	62252	20307	37741	3472	8728	-14344		
14270	62262	20334	37750	3464	8732	-14416		
14286	62237	20351	37721	3464	8732	-14416		
14278	62218	20330	37746	3332	8824	-14300		
14303	62235	20329	37730	3332	8824	-14300		
14304	62220	20352	37734	3540	8848	-14412		
14331	62219	20343	37742	3540	8848	-14412		
14317	62208	20354	37721	3512	8804	-14448		
14366	62197	20374	37726	3512	8804	-14448		
14338	62212	20354	37723	3532	8816	-14356		
14358	62213	20398	37733	3532	8816	-14356		
14385	62209	20371	37730	3452	8792	-14408		
14393	62216	20403	37727	3452	8792	-14408		
14393	62217	20415	37750	3468	8876	-14396		
14404	62212	20406	37733	3468	8876	-14396		
14414	62204	20438	37725	3524	8816	-14436		
14467	62202	20443	37722	3524	8816	-14436		
14486	62205	20478	37739	3432	8800	-14464		
14533	62203	20488	37715	3432	8800	-14464		
14516	62199	20511	37723	3492	8852	-14476		
14539	62228	20532	37722	3492	8852	-14476		
14589	62216	20550	37716	3436	8736	-14456		
14614	62239	20599	37717	3436	8736	-14456		
14643	62240	20666	37738	3484	8860	-14492		
14661	62236	20679	37741	3484	8860	-14492		
14666	62251	20692	37723	3272	8808	-14624		
14674	62242	20717	37743	3272	8808	-14624		
14675	62248	20773	37726	3532	8772	-14504		
14677	62218	20841	37734	3532	8772	-14504		
14640	62183	20840	37721	3608	8776	-14476		
14647	62150	20849	37706	3608	8776	-14476		
14630	62143	20840	37682	3496	8832	-14412		
14630	62109	20864	37663	3496	8832	-14412		
14704	62089	20848	37660	3492	8724	-14388		
14649	62063	20855	37649	3492	8724	-14388		
14663	62065	20878	37634	3488	8756	-14468		
14667	62046	20880	37621	3488	8756	-14468		
14706	62047	20930	37641	3408	8744	-14520		
14677	62036	20935	37628	3408	8744	-14520		
14678	62013	20886	37638	3420	8748	-14484		
14686	62017	20913	37617	3420	8748	-14484		
14707	62009	20901	37610	3512	8892	-14440		
14737	62004	20939	37623	3512	8892	-14440		
14739	61988	20939	37604	3452	8852	-14468		
14789	61989	20952	37615	3452	8852	-14468		
14795	61975	20971	37593	3380	8876	-14396		
14845	61993	20989	37609	3380	8876	-14396		
14847	61990	21029	37586	3524	8824	-14548		
14873	61992	21039	37598	3524	8824	-14548		
14913	61982	21095	37610	3416	8788	-14408		
14925	62002	21104	37604	3416	8788	-14408		
14913	61994	21122	37588	3440	8780	-14480		
14920	61983	21110	37609	3440	8780	-14480		
14924	62006	21138	37600	3436	8804	-14540		
14968	62004	21154	37615	3436	8804	-14540		
14934	61998	21152	37594	3424	8772	-14484		
14961	62013	21137	37611	3424	8772	-14484		
14966	62023	21121	37629	3564	8732	-14368		
14983	62021	21102	37610	3564	8732	-14368		
14977	62042	21149	37612	3456	8808	-14468		
15025	62033	21178	37607	3456	8808	-14468		
15039	62045	21193	37618	3452	8780	-14452		
15004	62040	21151	37612	3452	8780	-14452		
14995	62062	21174	37630	3464	8748	-14464		
14996	62083	21164	37639	3464	8748	-14464		
14974	62077	21157	37640	3460	8864	-14436		
14953	62078	21142	37627	3460	8864	-14436		
14923	62092	21113	37645	3452	8792	-14172		
14925	62060	21141	37645	3452	8792	-14172		
14929	62051	21193	37629	3428	8940	-14428		
14934	62021	21159	37603	3428	8940	-14428		
14938	62006	21152	37637	3412	8788	-14372		
14917	61998	21141	37608	3412	8788	-14372		
14903	61969	21118	37597	3576	8776	-14344		
14877	61972	21110	37594	3576	8776	-14344		
14914	61971	21096	37606	3392	8820	-14452		
14917	61962	21096	37595	3392	8820	-14452		
14959	61972	21116	37606	3608	8860	-14440		
14952	61977	21102	37594	3608	8860	-14440		
14960	61977	21136	37588	3540	8856	-14412		
14992	61954	21147	37596	3540	8856	-14412		
15017	61974	21168	37582	3456	8864	-14428		
14996	61958	21157	37603	3456	8864	-14428		
14956	61956	21137	37589	3460	8928	-14368		
14965	61948	21132	37600	3460	8928	-14368		
14943	61970	21110	37592	3500	8840	-14404		
14931	61948	21129	37592	3500	8840	-14404		
15005	61952	21134	37604	3312	8840	-14372		
15001	61937	21148	37604	3312	8840	-14372		
15004	61957	21130	37590	3420	8920	-14436		
15008	61946	21157	37601	3420	8920	-14436		
15013	61990	21148	37624	3484	8900	-14276		
15033	61967	21131	37608	3484	8900	-14276		
15035	61993	21133	37601	3408	8776	-14372		
14988	61974	21129	37608	3408	8776	-14372		
14981	62002	21084	37606	3384	8828	-14328		
14967	62004	21090	37603	3384	8828	-14328		
14987	61994	21106	37624	3512	8892	-14364		
15010	62002	21094	37620	3512	8892	-14364		
14994	62018	21128	37652	3532	8900	-14464		
15045	62019	21121	37627	3532	8900	-14464		
15041	62035	21102	37630	3524	8872	-14408		
15034	62055	21124	37639	3524	8872	-14408		
15070	62025	21127	37633	3428	8868	-14452		
15055	62050	21160	37657	3428	8868	-14452		
15060	62077	21140	37665	3408	8872	-14252		
15108	62081	21154	37651	3408	8872	-14252		
15140	62099	21169	37668	3396	8872	-14336		
15111	62098	21175	37689	3396	8872	-14336		
15117	62143	21192	37678	3400	8808	-14436		
15082	62115	21183	37688	3400	8808	-14436		
15072	62107	21175	37668	3480	8848	-14520		
15077	62097	21162	37671	3480	8848	-14520		
15058	62087	21182	37647	3444	8896	-14264		
15123	62082	21203	37680	3444	8896	-14264		
15107	62062	21196	37667	3532	8884	-14300		
15124	62087	21190	37673	3532	8884	-14300		
15156	62058	21220	37667	3440	8860	-14364		
15195	62069	21241	37667	3440	8860	-14364		
15236	62071	21302	37658	3464	8912	-14548		
15300	62072	21315	37645	3464	8912	-14548		
15332	62077	21395	37669	3444	8920	-14368		
15397	62085	21476	37686	3444	8920	-14368		
15429	62102	21561	37676	3408	8836	-14368		
15475	62101	21623	37673	3408	8836	-14368		
15538	62123	21692	37686	3392	8776	-14520		
15580	62118	21703	37696	3392	8776	-14520		
15608	62146	21734	37696	3436	8840	-14352		
15651	62172	21783	37701	3436	8840	-14352		
15649	62184	21785	37744	3508	8928	-14456		
15651	62183	21757	37712	3508	8928	-14456		
15653	62186	21776	37715	3452	8836	-14272		
15679	62203	21797	37724	3452	8836	-14272		
15712	62223	21825	37717	3428	8884	-14352		
15683	62199	21815	37710	3428	8884	-14352		
15682	62221	21830	37723	3408	8960	-14556		
15616	62220	21821	37728	3408	8960	-14556		
15538	62213	21785	37716	3464	8752	-14440		
15509	62226	21754	37722	3464	8752	-14440		
15418	62232	21684	37729	3480	8772	-14460		
15337	62237	21627	37732	3480	8772	-14460		
15293	62253	21564	37739	3492	8876	-14356		
15169	62238	21450	37714	3492	8876	-14356		
15044	62223	21331	37729	3376	8892	-14464		
14961	62216	21217	37706	3376	8892	-14464		
14793	62188	21039	37677	3372	8856	-14428		
14616	62155	20868	37679	3372	8856	-14428		
14512	62128	20744	37654	3576	8888	-14408		
14435	62133	20648	37665	3576	8888	-14408		
14448	62148	20682	37679	3468	8872	-14332		
14513	62142	20811	37690	3468	8872	-14332		
14580	62162	20900	37680	3444	8856	-14436		
14614	62120	20995	37677	3444	8856	-14436		
14639	62118	21005	37677	3388	8884	-14368		
14678	62099	21030	37693	3388	8884	-14368		
14697	62124	21078	37670	3340	8864	-14364		
14746	62096	21139	37676	3340	8864	-14364		
14741	62120	21151	37686	3548	8920	-14488		
14742	62085	21155	37681	3548	8920	-14488		
14718	62100	21177	37666	3512	8856	-14364		
14753	62109	21155	37670	3512	8856	-14364		
14748	62096	21178	37668	3472	8924	-14280		
14767	62113	21168	37675	3472	8924	-14280		
14747	62105	21195	37703	3492	8868	-14492		
14772	62111	21197	37686	3492	8868	-14492		
14766	62099	21175	37667	3508	8880	-14284		
14743	62104	21207	37679	3508	8880	-14284		
14723	62086	21166	37674	3540	8832	-14400		
14694	62096	21137	37674	3540	8832	-14400		
14707	62096	21147	37687	3496	8868	-14364		
14691	62090	21136	37683	3496	8868	-14364		
14690	62101	21113	37700	3444	8776	-14208		
14672	62111	21117	37697	3444	8776	-14208		
14655	62112	21096	37693	3464	8788	-14232		
14666	62116	21054	37695	3464	8788	-14232		
14629	62114	21038	37692	3532	8864	-14356		
14637	62133	21029	37707	3532	8864	-14356		
14653	62131	21023	37726	3548	8884	-14328		
14661	62162	20985	37719	3548	8884	-14328		
14646	62150	20964	37717	3464	8848	-14404		
14638	62155	20964	37724	3464	8848	-14404		
14640	62169	20959	37735	3436	8940	-14436		
14664	62178	20937	37744	3436	8940	-14436		
14657	62194	20921	37755	3520	8904	-14396		
14647	62203	20892	37774	3520	8904	-14396		
14649	62203	20847	37754	3488	8864	-14368		
14600	62202	20829	37767	3488	8864	-14368		
14576	62214	20796	37766	3488	8964	-14572		
14579	62234	20782	37774	3488	8964	-14572		
14567	62243	20736	37777	3516	8972	-14452		
14543	62260	20714	37794	3516	8972	-14452		
14550	62267	20729	37796	3464	8876	-14432		
14536	62246	20763	37777	3464	8876	-14432		
14534	62243	20762	37781	3420	8868	-14316		
14533	62229	20734	37788	3420	8868	-14316		
14522	62234	20715	37778	3492	8884	-14372		
14525	62194	20735	37773	3492	8884	-14372		
14511	62198	20750	37763	3528	8932	-14320		
14528	62186	20770	37774	3528	8932	-14320		
14522	62186	20760	37769	3444	8712	-14220		
14545	62188	20763	37770	3444	8712	-14220		
14549	62191	20777	37768	3436	8844	-14428		
14531	62195	20756	37759	3436	8844	-14428		
14514	62189	20741	37765	3524	8976	-14332		
14483	62173	20749	37769	3524	8976	-14332		
14478	62166	20733	37755	3424	8836	-14388		
14516	62164	20749	37733	3424	8836	-14388		
14495	62170	20762	37754	3420	8948	-14380		
14508	62158	20778	37765	3420	8948	-14380		
14563	62166	20784	37741	3480	8780	-14500		
14568	62171	20772	37761	3480	8780	-14500		
14584	62180	20820	37771	3476	8848	-14284		
14605	62181	20866	37765	3476	8848	-14284		
14624	62199	20893	37778	3444	8800	-14416		
14617	62187	20906	37762	3444	8800	-14416		
14670	62184	20924	37761	3512	8788	-14372		
14690	62200	20949	37760	3512	8788	-14372		
14702	62197	20977	37755	3392	8896	-14772		
14686	62218	20961	37762	3392	8896	-14772		
14662	62211	20965	37792	3488	9052	-14228		
14726	62249	20977	37769	3488	9052	-14228		
14712	62241	20999	37784	3440	8844	-14220		
14734	62242	20992	37818	3440	8844	-14220		
14741	62263	20986	37803	3532	8872	-14364		
14761	62265	20971	37802	3532	8872	-14364		
14763	62274	20994	37795	3512	8960	-14256		
14770	62276	20957	37807	3512	8960	-14256		
14735	62277	20962	37806	3520	8892	-14432		
14721	62300	20929	37818	3520	8892	-14432		
14710	62305	20908	37824	3480	8896	-14328		
14692	62312	20883	37816	3480	8896	-14328		
14699	62327	20885	37832	3432	8880	-14328		
14675	62320	20880	37837	3432	8880	-14328		
14712	62332	20918	37840	3540	8880	-14340		
14710	62329	20908	37864	3540	8880	-14340		
14693	62315	20886	37857	3480	8836	-14472		
14686	62308	20862	37836	3480	8836	-14472		
14695	62298	20838	37836	3448	8756	-14576		
14641	62294	20765	37840	3448	8756	-14576		
14610	62274	20714	37842	3440	8828	-14508		
14584	62276	20714	37838	3440	8828	-14508		
14560	62294	20714	37825	3592	8464	-14464		
14538	62273	20713	37858	3592	8464	-14464		
14588	62299	20711	37839	3576	8840	-14588		
14583	62303	20736	37848	3576	8840	-14588		
14591	62308	20760	37851	3432	8748	-14428		
14608	62298	20759	37848	3432	8748	-14428		
14615	62309	20766	37847	3432	8824	-14392		
14571	62290	20714	37851	3432	8824	-14392		
14572	62280	20693	37838	3384	8764	-14352		
14548	62290	20672	37848	3384	8764	-14352		
14526	62302	20625	37844	3448	8812	-14340		
14493	62293	20618	37854	3448	8812	-14340		
14520	62296	20639	37841	3420	8860	-14492		
14533	62302	20677	37854	3420	8860	-14492		
14538	62294	20661	37862	3456	8916	-14468		
14562	62297	20659	37862	3456	8916	-14468		
14515	62307	20624	37870	3372	8952	-14392		
14528	62306	20587	37871	3372	8952	-14392		
14536	62328	20596	37873	3372	8872	-14508		
14534	62337	20610	37884	3372	8872	-14508		
14535	62361	20607	37883	3424	8888	-14288		
14544	62338	20607	37883	3424	8888	-14288		
14571	62362	20626	37872	3364	8828	-14364		
14583	62366	20638	37900	3364	8828	-14364		
14611	62376	20637	37912	3476	8920	-14156		
14607	62369	20649	37919	3476	8920	-14156		
14571	62388	20613	37907	3472	8828	-14348		
14596	62395	20648	37917	3472	8828	-14348		
14623	62430	20667	37925	3444	8836	-14464		
14629	62418	20653	37927	3444	8836	-14464		
14623	62424	20674	37938	3444	8836	-14480		
14642	62440	20718	37937	3444	8836	-14480		
14644	62428	20699	37944	3388	9024	-14412		
14656	62414	20714	37941	3388	9024	-14412	74.59	175.1
14671	62436	20753	37936	3520	8864	-14272	74.59	175.1
14738	62411	20760	37933	3520	8864	-14272	74.59	175.1
14728	62409	20779	37950	3260	8912	-14480	74.59	175.1
14720	62407	20758	37932	3260	8912	-14480	74.59	175.1
14730	62404	20749	37948	3408	8912	-14376	74.59	175.1
14726	62401	20748	37924	3408	8912	-14376	74.59	175.1
14764	62397	20755	37967	3420	8924	-14436	74.59	175.1
14762	62408	20754	37944	3420	8924	-14436	74.59	175.1
14747	62418	20748	37935	3504	8868	-14420	74.59	175.1
14757	62428	20768	37935	3504	8868	-14420	74.59	175.1
14779	62408	20788	37934	3460	8852	-14440	74.59	175.1
14770	62409	20786	37943	3460	8852	-14440	74.59	175.1
14766	62416	20763	37945	3436	9052	-14220	74.59	175.1
14742	62388	20782	37958	3436	9052	-14220	74.59	175.1
14729	62389	20758	37950	3404	8892	-14636	74.59	175.1
14742	62406	20768	37957	3404	8892	-14636	74.59	175.1
14766	62409	20760	37953	3500	8988	-14288	74.59	175.1
14777	62395	20733	37941	3500	8988	-14288	74.59	175.1
14767	62426	20740	37948	3412	8876	-14348	74.59	175.1
14777	62424	20762	37945	3412	8876	-14348	74.59	175.1
14784	62426	20779	37954	3444	8828	-14468	74.59	175.1
14802	62411	20783	37958	3444	8828	-14468	74.59	175.1
14803	62426	20773	37950	3428	8956	-14384	74.59	175.1
14801	62435	20794	37958	3428	8956	-14384	74.59	175.1
14793	62430	20795	37969	3304	8788	-14388	74.59	175.1
14821	62426	20811	37966	3304	8788	-14388	74.59	175.1
14824	62438	20810	37963	3436	8860	-14388	74.59	175.1
14803	62450	20780	37987	3436	8860	-14388	74.59	175.1
14798	62431	20783	37977	3420	8876	-14268	74.59	175.1
14787	62468	20787	37994	3420	8876	-14268	74.59	175.1
14796	62476	20786	37970	3420	8880	-14336	74.59	175.1
14805	62468	20789	37997	3420	8880	-14336	74.59	175.1
14824	62484	20762	38006	3260	8992	-14480	74.59	175.1
14839	62500	20807	38027	3260	8992	-14480	74.59	175.1
14865	62503	20833	37983	3432	8876	-14284	74.59	175.1
14847	62502	20853	38019	3432	8876	-14284	74.59	175.1
14846	62479	20882	38022	3384	8988	-14364	74.59	175.1
14829	62489	20888	38028	3384	8988	-14364	74.59	175.1
14837	62477	20878	37996	3348	8928	-14520	74.59	175.1
14824	62456	20880	38011	3348	8928	-14520	74.59	175.1
14797	62470	20861	37985	3260	8984	-14460	74.59	175.1
14814	62452	20850	38006	3260	8984	-14460	74.59	175.1
14778	62435	20829	38003	3428	9012	-14628	74.59	175.1
14802	62442	20855	37986	3428	9012	-14628	74.59	175.1
14779	62437	20859	38000	3404	8936	-14424	74.59	175.1
14771	62430	20856	37995	3404	8936	-14424	74.59	175.1
14741	62428	20842	37988	3512	8888	-14320	74.59	175.1
14755	62427	20826	37992	3512	8888	-14320	74.59	175.1
14726	62418	20813	37980	3444	8868	-14268	74.59	175.1
14732	62406	20787	37994	3444	8868	-14268	74.59	176.4
14708	62365	20772	37989	3384	8896	-14380	74.59	176.4
14639	62388	20772	37985	3384	8896	-14380	74.59	176.4
14644	62388	20767	37957	3388	8944	-14328	74.59	176.4
14644	62372	20786	37982	3388	8944	-14328	74.59	176.4
14653	62378	20777	37967	3456	8916	-14432	74.59	176.4
14628	62370	20775	37983	3456	8916	-14432	74.59	176.4
14667	62363	20794	37966	3412	8916	-14312	74.59	176.4
14689	62381	20823	37986	3412	8916	-14312	74.59	176.4
14696	62382	20836	37985	3388	8908	-14416	74.59	176.4
14711	62387	20812	38000	3388	8908	-14416	74.59	176.4
14688	62364	20859	37977	3444	8960	-14432	74.59	176.4
14695	62361	20848	37990	3444	8960	-14432	74.59	176.4
14724	62372	20854	37986	3408	8852	-14368	74.59	176.4
14752	62382	20864	38004	3408	8852	-14368	74.59	176.4
14713	62380	20844	37984	3336	8912	-14344	74.59	176.4
14721	62399	20854	37990	3336	8912	-14344	74.59	176.4
14749	62389	20885	37995	3412	8856	-14476	74.59	176.4
14738	62390	20900	37992	3412	8856	-14476	74.59	176.4
14772	62398	20929	37998	3424	8920	-14272	74.59	176.4
14737	62392	20918	38001	3424	8920	-14272	74.59	176.4
14758	62399	20961	38006	3440	8988	-14264	74.59	176.4
14743	62368	20971	38015	3440	8988	-14264	74.59	176.4
14783	62349	20986	37983	3420	8896	-14600	74.59	176.4
14751	62335	20980	37990	3420	8896	-14600	74.59	176.4
14736	62320	20980	37971	3360	8868	-14368	74.59	176.4
14731	62287	21008	37961	3360	8868	-14368	74.59	176.4
14730	62290	21033	37961	3368	8948	-14220	74.59	176.4
14738	62255	21004	37949	3368	8948	-14220	74.59	176.4
14756	62255	21021	37962	3420	9008	-14328	74.59	176.4
14746	62247	21032	37935	3420	9008	-14328	74.59	176.4
14726	62215	21054	37912	3360	8908	-14224	74.59	176.4
14732	62202	21020	37918	3360	8908	-14224	74.59	176.4
14743	62198	21040	37943	3316	9068	-14348	74.59	176.4
14696	62210	21028	37922	3316	9068	-14348	74.59	176.4
14729	62181	21002	37910	3360	9008	-14200	74.59	176.4
14708	62194	21042	37907	3360	9008	-14200	74.59	176.4
14710	62162	21012	37892	3384	8928	-14232	74.59	176.4
14676	62139	20983	37881	3384	8928	-14232	74.59	176.4
14685	62141	20986	37908	3284	8936	-14480	74.59	176.4
14684	62142	21020	37912	3284	8936	-14480	74.59	176.4
14713	62138	21022	37894	3288	8952	-14524	74.59	176.4
14726	62151	21020	37901	3288	8952	-14524	74.59	176.4
14742	62143	20998	37887	3448	8964	-14308	74.59	176.4
14717	62135	21012	37897	3448	8964	-14308	74.59	176.4
14712	62167	21027	37898	3472	8928	-14296	74.59	176.4
14746	62137	21016	37908	3472	8928	-14296	74.59	176.4
14727	62158	21050	37890	3328	8972	-14288	74.59	176.4
14719	62152	21034	37917	3328	8972	-14288	74.59	176.4
14759	62135	21034	37884	3452	8872	-14436	74.59	176.4
14762	62142	21029	37901	3452	8872	-14436	75.42	179.6
14742	62153	21031	37927	3472	8896	-14408	75.42	179.6
14778	62158	21045	37909	3472	8896	-14408	75.42	179.6
14771	62151	21030	37917	3436	8952	-14284	75.42	179.6
14812	62176	21045	37911	3436	8952	-14284	75.42	179.6
14815	62176	21081	37901	3340	8948	-14400	75.42	179.6
14805	62182	21067	37918	3340	8948	-14400	75.42	179.6
14768	62182	21052	37937	3448	8856	-14380	75.42	179.6
14777	62183	21044	37939	3448	8856	-14380	75.42	179.6
14790	62167	21060	37929	3420	8924	-14368	75.42	179.6
14783	62158	21091	37918	3420	8924	-14368	75.42	179.6
14760	62133	21113	37918	3308	8860	-14340	75.42	179.6
14736	62092	21120	37915	3308	8860	-14340	75.42	179.6
14740	62081	21094	37903	3292	8904	-14572	75.42	179.6
14740	62061	21073	37877	3292	8904	-14572	75.42	179.6
14721	62030	21060	37873	3304	8960	-14236	75.42	179.6
14712	62028	21057	37873	3304	8960	-14236	75.42	179.6
14681	62025	21047	37856	3324	8888	-14376	75.42	179.6
14693	61979	21036	37837	3324	8888	-14376	75.42	179.6
14704	61982	21034	37848	3516	8904	-14232	75.42	179.6
14702	61964	21054	37844	3516	8904	-14232	75.42	179.6
14663	61957	21009	37832	3408	8920	-14260	75.42	179.6
