# OpenSignals Text File Format. Version 1
# {"84:2E:14:0C:D8:EF": {"position": 0, "device": "biosignalsplux", "device name": "84:2E:14:0C:D8:EF", "device connection": "BTH84:2E:14:0C:D8:EF", "sampling rate": 100, "resolution": [16, 16], "firmware version": 779, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2026-4-23", "time": "15:57:46.650", "channels": [9, 10, 11], "sensor": ["fSpO2", "fSpO2", "%SpO2"], "label": ["CH9A", "CH9B", "%SpO2"], "column": ["nSeq", "DI", "CH9A", "CH9B", "%SpO2"], "special": [{"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}, {"SpO2": [80, 40, 5, 4, 4, 4]}], "digital IO": [0, 1], "virtual channels": "{'channels': [11], 'calculationChannels': [[9, 10]]}", "sleeve color": ["yellow", "yellow", "dark_blue"]}}
# EndOfHeader
0	0	45536	20209	0	
1	0	45524	20205	0	
2	0	45521	20197	0	
3	0	45510	20190	0	
4	0	45500	20177	0	
5	0	45490	20177	0	
6	0	45479	20168	0	
7	0	45485	20162	0	
8	0	45476	20161	0	
9	0	45478	20156	0	
10	0	45471	20157	0	
11	0	45465	20154	0	
12	0	45468	20149	0	
13	0	45462	20149	0	
14	0	45471	20152	0	
15	0	45463	20153	0	
16	0	45463	20154	0	
17	0	45464	20152	0	
18	0	45464	20151	0	
19	0	45464	20155	0	
20	0	45465	20153	0	
21	0	45465	20150	0	
22	0	45469	20153	0	
23	0	45477	20152	0	
24	0	45476	20154	0	
25	0	45473	20152	0	
26	0	45468	20148	0	
27	0	45463	20150	0	
28	0	45463	20149	0	
29	0	45455	20146	0	
30	0	45464	20146	0	
31	0	45463	20145	0	
32	0	45463	20145	0	
33	0	45466	20145	0	
34	0	45463	20142	0	
35	0	45472	20143	0	
36	0	45470	20141	0	
37	0	45471	20147	0	
38	0	45464	20146	0	
39	0	45472	20142	0	
40	0	45464	20146	0	
41	0	45475	20147	0	
42	0	45477	20148	0	
43	0	45477	20149	0	
44	0	45478	20149	0	
45	0	45475	20150	0	
46	0	45485	20153	0	
47	0	45488	20157	0	
48	0	45486	20153	0	
