IR	Green	Red	Blue	ACCx	ACCy	ACCz	HR_bpm	HRV
35739	36135	64112	19955	-2236	16084	-1256		
35789	36119	64112	19940	-2236	16084	-1256		
35818	36117	64097	19951	-2176	15972	-1312		
35860	36122	64061	19946	-2176	15972	-1312		
35887	36126	64087	19948	-2240	16080	-1312		
35952	36132	64104	19952	-2240	16080	-1312		
35986	36119	64104	19955	-2188	15964	-1392		
36038	36126	64133	19955	-2188	15964	-1392		
36081	36138	64136	19942	-2168	15916	-1316		
36129	36132	64126	19953	-2168	15916	-1316		
36118	36123	64147	19942	-2204	16020	-1252		
36208	36148	64144	19949	-2204	16020	-1252		
36316	36149	64168	19956	-2152	16016	-1268		
36381	36158	64175	19957	-2152	16016	-1268		
36412	36171	64173	19962	-2196	15956	-1240		
36448	36189	64191	19960	-2196	15956	-1240		
36489	36180	64191	19977	-2160	15968	-1256		
36496	36207	64204	19980	-2160	15968	-1256		
36500	36199	64207	19976	-2240	16040	-1300		
36510	36206	64189	19987	-2240	16040	-1300		
36558	36222	64209	19980	-2344	15932	-1336		
36610	36238	64212	19975	-2344	15932	-1336		
36616	36247	64220	19989	-2188	16096	-1256		
36609	36248	64186	19984	-2188	16096	-1256		
36611	36253	64206	19998	-2284	16036	-1296		
36618	36241	64190	19975	-2284	16036	-1296		
36611	36258	64186	20010	-2316	15928	-1216		
36619	36252	64198	20004	-2316	15928	-1216		
36658	36284	64204	20030	-2204	15984	-1236		
36684	36288	64199	19991	-2204	15984	-1236		
36616	36301	64177	20003	-2288	15932	-1232		
36444	36296	64113	20014	-2288	15932	-1232		
36276	36294	64069	19997	-2272	16056	-1332		
36198	36273	64042	20009	-2272	16056	-1332		
36177	36245	64044	19997	-2348	15952	-1236		
36205	36236	64039	19995	-2348	15952	-1236		
36186	36209	64030	19981	-2264	16004	-1368		
36185	36208	63990	19970	-2264	16004	-1368		
36196	36181	64016	19969	-2248	16032	-1232		
36163	36171	63990	19989	-2248	16032	-1232		
36182	36170	63987	19958	-2176	15928	-1328		
36218	36178	63994	19979	-2176	15928	-1328		
36253	36146	63995	19964	-2288	15964	-1264		
36286	36161	63990	19967	-2288	15964	-1264		
36271	36157	63987	19970	-2208	15944	-1240		
36307	36172	63963	19968	-2208	15944	-1240		
36363	36155	63954	19949	-2176	15940	-1396		
36429	36151	64001	19976	-2176	15940	-1396		
36420	36149	63956	19975	-2208	15996	-1384		
36449	36144	63979	19974	-2208	15996	-1384		
36458	36183	63950	19942	-2316	15908	-1404		
36473	36166	63977	19968	-2316	15908	-1404		
36490	36153	63958	19955	-2244	16004	-1344		
36551	36165	63964	19964	-2244	16004	-1344		
36601	36160	63961	19973	-2268	15928	-1268		
36641	36171	63976	19973	-2268	15928	-1268		
36648	36187	63946	19975	-2244	15852	-1396		
36624	36176	63934	19971	-2244	15852	-1396		
36628	36199	63926	19988	-2260	16000	-1256		
36644	36186	63903	19967	-2260	16000	-1256		
36661	36207	63908	19973	-2248	16048	-1232		
36648	36189	63871	19976	-2248	16048	-1232		
36663	36214	63891	19967	-2236	15976	-1364		
36697	36208	63861	19983	-2236	15976	-1364		
36705	36205	63871	19977	-2324	15840	-1272		
36701	36213	63850	19991	-2324	15840	-1272		
36717	36216	63844	19975	-2256	16036	-1376		
36683	36208	63826	19984	-2256	16036	-1376		
36666	36236	63809	19999	-2264	16044	-1180		
36687	36223	63816	19985	-2264	16044	-1180		
36666	36220	63806	19992	-2268	16140	-1316		
36692	36224	63796	19990	-2268	16140	-1316		
36699	36233	63787	19973	-2200	16000	-1248		
36680	36224	63797	19996	-2200	16000	-1248		
36541	36246	63718	19992	-2228	15924	-1472		
36365	36237	63662	19993	-2228	15924	-1472		
36260	36203	63616	19979	-2248	15908	-1080		
36201	36179	63592	19953	-2248	15908	-1080		
36111	36138	63571	19954	-2320	16072	-1416		
36109	36105	63557	19952	-2320	16072	-1416		
36105	36090	63554	19931	-2204	15968	-1408		
36069	36045	63531	19924	-2204	15968	-1408		
36082	36041	63514	19909	-2268	16176	-1288		
36099	36027	63501	19892	-2268	16176	-1288		
36121	36017	63506	19902	-2308	16004	-1404		
36168	36001	63495	19889	-2308	16004	-1404		
36164	35965	63489	19881	-2208	15972	-1364		
36202	35980	63494	19884	-2208	15972	-1364		
36213	35971	63466	19893	-2296	16004	-1340		
36239	35959	63471	19876	-2296	16004	-1340		
36302	35958	63490	19874	-2240	15960	-1360		
36354	35936	63495	19880	-2240	15960	-1360		
36330	35931	63447	19870	-2332	15872	-1280		
36308	35924	63460	19869	-2332	15872	-1280		
36333	35937	63448	19842	-2252	15928	-1252		
36355	35917	63475	19867	-2252	15928	-1252		
36377	35928	63478	19859	-2216	15936	-1184		
36420	35923	63484	19850	-2216	15936	-1184		
36445	35906	63473	19860	-2280	15996	-1348		
36477	35925	63471	19860	-2280	15996	-1348		
36469	35914	63467	19841	-2212	16000	-1308		
36466	35917	63455	19867	-2212	16000	-1308		
36478	35910	63435	19831	-2308	16040	-1400		
36437	35905	63445	19850	-2308	16040	-1400		
36454	35906	63419	19840	-2248	15968	-1208		
36451	35906	63425	19848	-2248	15968	-1208		
36452	35909	63408	19840	-2172	16008	-1328		
36475	35899	63375	19830	-2172	16008	-1328		
36413	35903	63382	19832	-2244	15908	-1320		
36457	35920	63367	19833	-2244	15908	-1320		
36434	35917	63334	19827	-2236	16044	-1276		
36445	35926	63335	19820	-2236	16044	-1276		
36405	35905	63330	19827	-2188	15964	-1284		
36382	35916	63314	19830	-2188	15964	-1284		
36442	35909	63303	19825	-2204	15980	-1336		
36453	35916	63314	19815	-2204	15980	-1336		
36454	35935	63300	19833	-2284	15964	-1276		
36402	35905	63280	19839	-2284	15964	-1276		
36354	35895	63231	19819	-2360	15988	-1316		
36340	35913	63224	19840	-2360	15988	-1316		
36318	35905	63224	19815	-2216	15976	-1244		
36310	35899	63195	19828	-2216	15976	-1244		
36340	35927	63202	19831	-2160	16008	-1376		
36347	35939	63186	19831	-2160	16008	-1376		
36257	35922	63160	19832	-2304	15880	-1460		
36049	35915	63085	19849	-2304	15880	-1460		
35911	35889	63041	19811	-2264	16120	-1320		
35853	35861	63020	19808	-2264	16120	-1320		
35821	35808	63012	19774	-2224	15960	-1280		
35822	35790	63018	19773	-2224	15960	-1280		
35778	35758	63027	19781	-2344	15980	-1348		
35715	35730	63005	19755	-2344	15980	-1348		
35720	35723	62981	19744	-2300	16040	-1256		
35794	35716	63020	19743	-2300	16040	-1256		
35795	35696	63018	19736	-2300	15944	-1372		
35832	35700	63028	19738	-2300	15944	-1372		
35861	35686	63022	19713	-2256	15996	-1192		
35911	35707	63065	19727	-2256	15996	-1192		
35912	35687	63049	19737	-2308	16004	-1252		
35968	35680	63060	19740	-2308	16004	-1252		
35986	35680	63073	19721	-2316	15932	-1272		
36009	35671	63075	19720	-2316	15932	-1272		
35998	35666	63051	19715	-2220	15940	-1304		
36049	35668	63091	19713	-2220	15940	-1304		
36107	35669	63117	19714	-2300	16236	-1276		
36107	35661	63131	19707	-2300	16236	-1276		
36152	35670	63136	19707	-2212	15948	-1232		
36148	35667	63136	19724	-2212	15948	-1232		
36145	35672	63134	19699	-2232	16044	-1408		
36152	35689	63139	19719	-2232	16044	-1408		
36164	35693	63134	19713	-2356	15900	-1244		
36155	35693	63149	19719	-2356	15900	-1244		
36133	35699	63146	19719	-2168	15924	-1332		
36101	35691	63138	19723	-2168	15924	-1332		
36098	35699	63152	19717	-2316	16084	-1288		
36041	35706	63081	19720	-2316	16084	-1288		
35955	35695	63059	19724	-2224	16004	-1396		
35945	35703	63067	19708	-2224	16004	-1396		
35913	35699	63033	19708	-2360	15908	-1480		
35869	35725	63035	19711	-2360	15908	-1480		
35916	35713	63035	19720	-2180	16000	-1400		
35892	35735	63031	19706	-2180	16000	-1400		
35898	35723	63033	19722	-2228	15924	-1316		
35894	35725	63019	19719	-2228	15924	-1316		
35891	35722	63022	19720	-2372	16048	-1400		
35887	35729	63039	19726	-2372	16048	-1400		
35896	35729	63017	19714	-2204	15996	-1496		
35891	35733	63010	19715	-2204	15996	-1496		
35857	35732	63025	19708	-2296	15952	-1428		
35855	35720	62955	19725	-2296	15952	-1428		
35858	35741	62959	19711	-2244	16012	-1236		
35832	35740	62929	19723	-2244	16012	-1236		
35785	35745	62878	19702	-2296	15948	-1292		
35652	35727	62817	19713	-2296	15948	-1292		
35481	35716	62767	19696	-2316	15976	-1272		
35392	35679	62714	19691	-2316	15976	-1272		
35312	35647	62697	19697	-2352	15980	-1312		
35283	35627	62682	19665	-2352	15980	-1312		
35292	35577	62653	19652	-2368	16060	-1332		
35328	35572	62644	19630	-2368	16060	-1332		
35354	35537	62640	19635	-2316	16024	-1304		
35362	35537	62653	19644	-2316	16024	-1304		
35433	35547	62659	19621	-2224	15996	-1144		
35493	35530	62668	19622	-2224	15996	-1144		
35593	35543	62682	19640	-2268	15896	-1300		
35650	35511	62679	19623	-2268	15896	-1300		
35686	35503	62691	19625	-2436	15960	-1332		
35696	35503	62675	19616	-2436	15960	-1332		
35786	35518	62689	19613	-2204	16016	-1332		
35822	35515	62677	19616	-2204	16016	-1332		
35883	35498	62683	19604	-2248	16044	-1368		
35970	35501	62709	19604	-2248	16044	-1368		
35996	35494	62695	19599	-2308	15976	-1296		
36028	35498	62689	19616	-2308	15976	-1296		
36028	35513	62699	19607	-2308	15956	-1360		
36091	35515	62701	19616	-2308	15956	-1360		
36151	35508	62716	19622	-2284	16020	-1420		
36254	35519	62704	19608	-2284	16020	-1420		
36335	35536	62746	19622	-2300	15996	-1280		
36377	35539	62717	19621	-2300	15996	-1280		
36350	35558	62741	19635	-2264	16000	-1332		
36397	35536	62743	19637	-2264	16000	-1332		
36420	35551	62740	19616	-2224	15904	-1328		
36462	35572	62759	19635	-2224	15904	-1328		
36508	35579	62753	19636	-2224	15928	-1368		
36551	35598	62743	19640	-2224	15928	-1368		
36544	35602	62739	19646	-2232	16012	-1252		
36575	35597	62728	19651	-2232	16012	-1252		
36530	35589	62717	19643	-2352	16048	-1352		
36527	35615	62724	19648	-2352	16048	-1352		
36529	35621	62697	19654	-2364	16016	-1400		
36529	35641	62689	19660	-2364	16016	-1400		
36535	35649	62704	19647	-2260	15968	-1268		
36477	35663	62704	19670	-2260	15968	-1268		
36494	35669	62671	19674	-2172	16052	-1208		
36546	35665	62699	19681	-2172	16052	-1208		
36597	35687	62681	19676	-2260	15964	-1260		
36543	35698	62648	19676	-2260	15964	-1260		
36354	35682	62593	19679	-2344	16076	-1300		
36179	35678	62557	19678	-2344	16076	-1300		
36132	35644	62524	19661	-2144	15952	-1332		
36104	35632	62524	19672	-2144	15952	-1332		
36170	35611	62547	19651	-2268	16012	-1224		
36111	35579	62517	19638	-2268	16012	-1224		
36111	35577	62501	19642	-2280	15992	-1316		
36149	35565	62486	19634	-2280	15992	-1316		
36155	35549	62477	19629	-2204	16272	-1208		
36149	35554	62470	19637	-2204	16272	-1208		
36123	35528	62456	19624	-2196	15928	-1224		
36168	35552	62466	19637	-2196	15928	-1224		
36184	35543	62478	19626	-2332	16012	-1416		
36190	35555	62432	19626	-2332	16012	-1416		
36202	35547	62448	19630	-2120	16004	-1252		
36265	35570	62423	19635	-2120	16004	-1252		
36225	35562	62408	19642	-2204	15984	-1220		
36189	35542	62405	19629	-2204	15984	-1220		
36133	35546	62332	19632	-2228	16068	-1308		
36047	35577	62315	19637	-2228	16068	-1308		
36075	35561	62289	19622	-2236	15992	-1216		
36009	35564	62218	19627	-2236	15992	-1216		
35959	35576	62186	19648	-2172	15936	-1328		
35926	35550	62126	19615	-2172	15936	-1328		
35868	35543	62031	19646	-2316	15904	-1396		
35813	35578	61953	19646	-2316	15904	-1396		
35799	35557	61908	19628	-2224	16016	-1284		
35893	35563	61935	19624	-2224	16016	-1284		
36020	35573	62002	19640	-2252	15960	-1192		
36087	35570	62001	19640	-2252	15960	-1192		
36107	35586	61997	19645	-2336	16016	-1440		
36176	35580	62017	19638	-2336	16016	-1440		
36241	35594	62050	19640	-2184	15892	-1308		
36268	35600	62060	19646	-2184	15892	-1308		
36369	35604	62086	19642	-2136	15956	-1376		
36404	35636	62088	19664	-2136	15956	-1376		
36478	35645	62090	19654	-2248	16008	-1388		
36528	35661	62141	19671	-2248	16008	-1388		
36583	35662	62166	19662	-2312	15948	-1240		
36642	35682	62177	19682	-2312	15948	-1240		
36713	35697	62195	19691	-2256	15980	-1224		
36778	35717	62216	19697	-2256	15980	-1224		
36852	35721	62240	19678	-2300	16020	-1324		
36850	35757	62234	19686	-2300	16020	-1324		
36930	35775	62269	19708	-2336	15932	-1260		
36895	35770	62228	19717	-2336	15932	-1260		
36674	35775	62168	19733	-2284	16020	-1356		
36510	35767	62130	19716	-2284	16020	-1356		
36374	35769	62068	19721	-2208	15968	-1256		
36306	35750	62062	19702	-2208	15968	-1256		
36385	35720	62093	19708	-2184	16048	-1272		
36455	35698	62127	19700	-2184	16048	-1272		
36513	35731	62157	19700	-2216	16004	-1308		
36527	35704	62177	19700	-2216	16004	-1308		
36518	35702	62210	19703	-2212	16012	-1408		
36530	35699	62208	19707	-2212	16012	-1408		
36421	35704	62187	19689	-2392	15972	-1360		
36433	35712	62193	19703	-2392	15972	-1360		
36421	35717	62207	19712	-2248	15964	-1388		
36448	35730	62250	19717	-2248	15964	-1388		
36508	35722	62268	19726	-2296	15948	-1268		
36586	35735	62312	19718	-2296	15948	-1268		
36642	35759	62357	19739	-2308	15968	-1316		
36753	35789	62413	19737	-2308	15968	-1316		
36872	35786	62485	19750	-2276	15972	-1284		
36956	35799	62525	19773	-2276	15972	-1284		
37016	35823	62595	19770	-2272	16048	-1440		
37200	35850	62703	19765	-2272	16048	-1440		
37305	35862	62819	19777	-2320	15832	-1268		
37286	35878	62799	19783	-2320	15832	-1268		
37291	35906	62826	19799	-2204	15988	-1248		
37340	35920	62852	19812	-2204	15988	-1248		
37343	35958	62853	19810	-2276	15948	-1344		
37318	35965	62856	19844	-2276	15948	-1344		
37358	35984	62869	19842	-2216	15992	-1372		
37338	35972	62854	19842	-2216	15992	-1372		
37351	35990	62848	19847	-2264	15976	-1424		
37335	36001	62820	19867	-2264	15976	-1424		
37310	36033	62797	19845	-2268	16036	-1408		
37221	36025	62771	19855	-2268	16036	-1408		
37125	36032	62705	19871	-2256	15924	-1436		
37041	36041	62638	19860	-2256	15924	-1436		
36910	36037	62562	19872	-2332	15964	-1284		
36854	36039	62512	19867	-2332	15964	-1284		
36803	36040	62479	19867	-2224	16008	-1508		
36749	36051	62439	19863	-2224	16008	-1508		
36703	36053	62442	19867	-2296	15884	-1200		
36665	36050	62422	19853	-2296	15884	-1200		
36592	36071	62370	19861	-2200	15944	-1256		
36522	36070	62341	19866	-2200	15944	-1256		
36344	36062	62309	19859	-2300	16020	-1248		
36214	36044	62243	19859	-2300	16020	-1248		
36170	36033	62235	19875	-2260	15872	-1304		
36077	36021	62233	19872	-2260	15872	-1304		
36025	35989	62194	19837	-2248	15988	-1428		
35938	35955	62177	19829	-2248	15988	-1428		
35872	35972	62159	19843	-2292	16024	-1140		
35861	35952	62144	19834	-2292	16024	-1140		
35842	35920	62099	19829	-2352	15964	-1292		
35785	35927	62101	19816	-2352	15964	-1292		
35746	35918	62061	19814	-2264	16028	-1280		
35758	35909	62052	19818	-2264	16028	-1280		
35757	35920	62067	19806	-2300	16088	-1268		
35793	35930	62062	19833	-2300	16088	-1268		
35780	35905	62052	19827	-2220	16032	-1376		
35789	35910	62021	19815	-2220	16032	-1376		
35838	35901	62009	19807	-2252	16016	-1408		
35889	35894	62006	19827	-2252	16016	-1408		
35993	35898	62035	19817	-2240	15924	-1260		
36060	35918	62049	19810	-2240	15924	-1260		
36104	35914	62072	19813	-2100	16108	-1360		
36233	35903	62100	19818	-2100	16108	-1360		
36299	35903	62135	19830	-2096	16040	-1480		
36399	35942	62172	19825	-2096	16040	-1480		
36464	35922	62184	19822	-2192	15948	-1544		
36525	35938	62189	19830	-2192	15948	-1544		
36604	35935	62204	19822	-2048	16084	-1504		
36695	35962	62255	19846	-2048	16084	-1504		
36729	35973	62247	19848	-2240	15972	-1416		
36776	35999	62289	19852	-2240	15972	-1416		
36760	35986	62253	19864	-2200	15972	-1524		
36812	36011	62308	19867	-2200	15972	-1524		
36842	35995	62297	19852	-2264	15888	-1304		
36852	36023	62301	19864	-2264	15888	-1304		
36901	36023	62306	19882	-2232	15956	-1336		
36977	36047	62337	19884	-2232	15956	-1336		
36983	36053	62353	19885	-2304	15936	-1360		
36953	36082	62325	19868	-2304	15936	-1360		
36873	36100	62301	19878	-2380	15920	-1288		
36758	36062	62270	19894	-2380	15920	-1288		
36698	36046	62275	19909	-2368	15920	-1272		
36665	36042	62264	19887	-2368	15920	-1272		
36695	36024	62300	19893	-2304	15884	-1160		
36744	36025	62314	19898	-2304	15884	-1160		
36726	36028	62292	19886	-2424	15904	-1276		
36716	36015	62294	19885	-2424	15904	-1276	66.12	68.9
36700	35998	62304	19875	-2432	15860	-1232	66.12	68.9
36644	36006	62276	19898	-2432	15860	-1232	66.12	68.9
36662	36015	62294	19896	-2504	15888	-1288	66.12	68.9
36724	36009	62309	19905	-2504	15888	-1288	66.12	68.9
36766	36024	62329	19890	-2440	15952	-1136	66.12	68.9
36762	36043	62326	19882	-2440	15952	-1136	66.12	68.9
36739	36041	62327	19898	-2336	15936	-1192	66.12	68.9
36755	36036	62324	19914	-2336	15936	-1192	66.12	68.9
36847	36042	62349	19903	-2340	16044	-1372	66.12	68.9
36883	36065	62385	19906	-2340	16044	-1372	66.12	68.9
36903	36076	62382	19911	-2424	15988	-1180	66.12	68.9
36966	36088	62429	19927	-2424	15988	-1180	66.12	68.9
37044	36095	62488	19922	-2408	16012	-1200	66.12	68.9
37113	36116	62508	19946	-2408	16012	-1200	66.12	68.9
37238	36124	62539	19965	-2336	16000	-1204	66.12	68.9
37383	36158	62626	19947	-2336	16000	-1204	66.12	68.9
37505	36147	62690	19965	-2436	15952	-1148	66.12	68.9
37649	36189	62735	19957	-2436	15952	-1148	66.12	68.9
37770	36206	62825	19978	-2460	15936	-1140	66.12	68.9
37845	36253	62910	19986	-2460	15936	-1140	66.12	68.9
37966	36247	62979	19981	-2312	15908	-1252	66.12	68.9
38065	36287	63049	20001	-2312	15908	-1252	66.12	68.9
38106	36320	63070	20031	-2380	15956	-1260	66.12	68.9
38079	36335	63101	20031	-2380	15956	-1260	66.12	68.9
38063	36359	63104	20029	-2436	15936	-1216	66.12	68.9
38145	36367	63173	20050	-2436	15936	-1216	66.12	68.9
38325	36423	63232	20063	-2292	15972	-1404	66.12	68.9
38456	36420	63312	20052	-2292	15972	-1404	66.12	68.9
38447	36464	63308	20077	-2220	16000	-1416	66.12	68.9
38315	36457	63270	20088	-2220	16000	-1416	66.12	68.9
38124	36471	63206	20098	-2260	16028	-1348	66.12	68.9
37999	36483	63160	20100	-2260	16028	-1348	66.12	68.9
37884	36474	63132	20083	-2220	15976	-1304	66.12	68.9
37893	36462	63145	20102	-2220	15976	-1304	66.12	68.9
37856	36457	63096	20093	-2080	16136	-1272	66.12	68.9
37840	36438	63127	20090	-2080	16136	-1272	66.12	68.9
37799	36433	63119	20096	-2140	16036	-1496	66.12	68.9
37761	36430	63078	20092	-2140	16036	-1496	66.12	68.9
37719	36431	63018	20083	-2004	15996	-1540	66.12	68.9
37697	36419	63009	20085	-2004	15996	-1540	66.12	68.9
37742	36418	63007	20086	-2112	16000	-1004	66.12	68.9
37766	36408	63004	20075	-2112	16000	-1004	66.12	68.9
37825	36413	63047	20073	-2080	15980	-1504	66.12	68.9
37846	36438	63029	20078	-2080	15980	-1504	66.12	68.9
37852	36431	63043	20080	-2176	15952	-1224	66.12	68.9
37847	36426	63012	20087	-2176	15952	-1224	66.12	68.9
37923	36409	63031	20085	-2136	16024	-1244	66.12	68.9
38011	36443	63063	20105	-2136	16024	-1244	66.12	68.9
38064	36451	63079	20093	-2328	15980	-1268	66.12	68.9
38035	36427	63064	20097	-2328	15980	-1268	67.96	125.4
38017	36454	63064	20100	-2212	15860	-1228	67.96	125.4
37985	36473	63066	20110	-2212	15860	-1228	67.96	125.4
38046	36479	63069	20105	-2212	16136	-1384	67.96	125.4
38139	36479	63106	20102	-2212	16136	-1384	67.96	125.4
38245	36490	63140	20131	-2284	16000	-1352	67.96	125.4
38280	36505	63156	20118	-2284	16000	-1352	67.96	125.4
38370	36518	63189	20131	-2368	15940	-1292	67.96	125.4
38492	36518	63238	20128	-2368	15940	-1292	67.96	125.4
38664	36541	63323	20140	-2264	16068	-1200	67.96	125.4
38858	36562	63410	20150	-2264	16068	-1200	67.96	125.4
38960	36590	63498	20148	-2368	16004	-1196	67.96	125.4
39177	36631	63611	20159	-2368	16004	-1196	67.96	125.4
39362	36653	63757	20182	-2316	15824	-1316	67.96	125.4
39406	36666	63765	20200	-2316	15824	-1316	67.96	125.4
39383	36691	63797	20201	-2256	16032	-1108	67.96	125.4
39400	36722	63845	20211	-2256	16032	-1108	67.96	125.4
39567	36746	64011	20229	-2336	15920	-1240	67.96	125.4
40087	36791	64306	20251	-2336	15920	-1240	67.96	125.4
40446	36827	64535	20274	-2380	16076	-1344	67.96	125.4
40830	36889	64772	20297	-2380	16076	-1344	67.96	125.4
41163	36944	64982	20326	-2360	15936	-1300	67.96	125.4
41430	37002	65205	20373	-2360	15936	-1300	67.96	125.4
41512	37057	65329	20360	-2236	15980	-1236	67.96	125.4
41604	37096	65439	20406	-2236	15980	-1236	67.96	125.4
41518	37123	65474	20429	-2280	15984	-1260	67.96	125.4
41424	37136	65458	20429	-2280	15984	-1260	67.96	125.4
41382	37143	65459	20442	-2268	15980	-1448	67.96	125.4
41327	37138	65460	20442	-2268	15980	-1448	67.96	125.4
41328	37143	65472	20445	-2256	15980	-1420	67.96	125.4
41269	37144	65416	20440	-2256	15980	-1420	67.96	125.4
41073	37130	65323	20436	-2284	15960	-1456	67.96	125.4
40946	37125	65234	20413	-2284	15960	-1456	67.96	125.4
40824	37102	65171	20420	-2220	15956	-1320	67.96	125.4
40786	37078	65119	20420	-2220	15956	-1320	67.96	125.4
40729	37084	65070	20421	-2288	15912	-1364	67.96	125.4
40687	37068	65010	20408	-2288	15912	-1364	67.96	125.4
40628	37066	64947	20405	-2344	15940	-1396	67.96	125.4
40458	37056	64837	20408	-2344	15940	-1396	67.96	125.4
40296	37032	64705	20410	-2272	15940	-1272	67.96	125.4
40104	37023	64568	20386	-2272	15940	-1272	67.96	125.4
39893	37006	64411	20368	-2280	15888	-1320	67.96	125.4
39746	36986	64291	20349	-2280	15888	-1320	67.96	125.4
39609	36973	64213	20365	-2268	15940	-1364	67.96	125.4
39515	36946	64113	20341	-2268	15940	-1364	67.96	125.4
39439	36939	64032	20312	-2164	16004	-1232	67.96	125.4
39348	36923	63979	20330	-2164	16004	-1232	67.96	125.4
39239	36909	63914	20320	-2276	16012	-1316	67.96	125.4
39195	36910	63847	20316	-2276	16012	-1316	67.96	125.4
39047	36883	63761	20320	-2300	15912	-1348	67.96	125.4
38963	36867	63728	20325	-2300	15912	-1348	58.99	547.1
38893	36883	63674	20315	-2244	15936	-1316	58.99	547.1
38768	36872	63629	20291	-2244	15936	-1316	58.99	547.1
38636	36864	63524	20297	-2264	15896	-1296	58.99	547.1
38531	36842	63484	20292	-2264	15896	-1296	58.99	547.1
