IR	Green	Red	Blue	ACCx	ACCy	ACCz	HR_bpm	HRV
61705	38868	35275	20767	7696	14824	-4844		
61564	38887	35200	20778	7696	14824	-4844		
61307	38901	35059	20779	7464	14536	-4480		
61117	38915	34976	20795	7464	14536	-4480		
61017	38921	34935	20791	7480	13864	-4324		
60876	38931	34845	20812	7480	13864	-4324		
60777	38914	34866	20814	7480	14352	-4648		
61178	38907	35132	20807	7480	14352	-4648		
61707	38875	35483	20785	7264	14924	-4932		
61908	38843	35614	20747	7264	14924	-4932		
61808	38810	35514	20753	7204	14228	-5348		
61420	38747	35290	20694	7204	14228	-5348		
60698	38662	34915	20619	6644	13344	-4984		
60016	38543	34553	20545	6644	13344	-4984		
59246	38410	34121	20423	6196	14192	-5720		
58776	38342	33811	20372	6196	14192	-5720		
58411	38279	33581	20343	6136	13456	-5640		
58155	38237	33396	20294	6136	13456	-5640		
57992	38211	33248	20277	6608	17340	-7020		
57760	38127	33061	20275	6608	17340	-7020		
57403	38076	32764	20240	7936	16088	-5276		
57076	37990	32519	20199	7936	16088	-5276		
56866	37918	32415	20162	7432	14572	-5496		
56715	37833	32334	20132	7432	14572	-5496		
56579	37769	32294	20122	7300	13600	-4720		
56515	37699	32293	20085	7300	13600	-4720		
56560	37637	32354	20043	7368	14160	-4100		
56613	37585	32369	20046	7368	14160	-4100		
56622	37535	32344	20029	7336	14416	-4328		
56589	37489	32297	20005	7336	14416	-4328		
56500	37413	32163	19985	7284	14384	-4440		
56383	37409	32014	19964	7284	14384	-4440		
56258	37333	31911	19930	7336	14408	-4792		
56216	37307	31823	19952	7336	14408	-4792		
56143	37268	31745	19930	7832	14496	-5348		
56053	37222	31655	19924	7832	14496	-5348		
55925	37177	31578	19927	7692	14564	-5664		
55785	37152	31487	19917	7692	14564	-5664		
55666	37112	31370	19883	7424	14728	-5296		
55472	37086	31274	19869	7424	14728	-5296		
55235	37048	31138	19854	7172	14184	-5068		
55020	37015	31010	19857	7172	14184	-5068		
54829	36989	30907	19866	7276	14404	-4844		
54641	36952	30783	19836	7276	14404	-4844		
54434	36936	30687	19828	7444	14240	-4760		
54232	36916	30558	19830	7444	14240	-4760		
54061	36883	30474	19835	7368	14376	-4836		
53903	36869	30380	19840	7368	14376	-4836		
53791	36853	30330	19829	7232	14516	-4840		
53696	36838	30293	19819	7232	14516	-4840		
53620	36821	30262	19820	7092	14284	-4892		
53552	36810	30234	19809	7092	14284	-4892		
53481	36790	30214	19812	7284	14148	-4988		
53408	36787	30201	19805	7284	14148	-4988		
53369	36772	30223	19786	7428	14240	-5168		
53303	36754	30199	19808	7428	14240	-5168		
53281	36753	30208	19815	7320	14324	-5180		
53201	36744	30225	19801	7320	14324	-5180		
53156	36722	30230	19801	7388	14356	-4904		
53141	36704	30256	19787	7388	14356	-4904		
53105	36691	30283	19799	7356	14240	-4888		
53044	36688	30273	19782	7356	14240	-4888		
52975	36681	30288	19797	7348	14292	-5084		
52885	36679	30298	19791	7348	14292	-5084		
52849	36670	30286	19797	7268	14196	-4920		
52798	36667	30317	19803	7268	14196	-4920		
52766	36651	30313	19799	7312	14248	-5180		
52711	36658	30355	19792	7312	14248	-5180		
52651	36618	30350	19777	7260	14340	-5116		
52595	36577	30374	19761	7260	14340	-5116		
52597	36556	30427	19759	7144	14332	-5332		
52600	36531	30470	19744	7144	14332	-5332		
52572	36495	30509	19729	7292	14340	-5100		
52599	36483	30528	19735	7292	14340	-5100		
52605	36473	30574	19728	7300	14208	-5092		
52592	36425	30586	19714	7300	14208	-5092		
52560	36436	30607	19697	7188	14232	-5116		
52516	36413	30608	19707	7188	14232	-5116		
52500	36398	30625	19716	7184	14288	-5124		
52454	36389	30624	19700	7184	14288	-5124		
52395	36379	30619	19698	7196	14268	-5068		
52326	36374	30612	19707	7196	14268	-5068		
52258	36383	30586	19704	7300	14192	-5116		
52215	36382	30588	19680	7300	14192	-5116		
52185	36345	30572	19696	7364	14160	-5096		
52132	36349	30585	19691	7364	14160	-5096		
52105	36362	30557	19676	7224	14236	-5224		
52013	36330	30518	19676	7224	14236	-5224		
51964	36323	30499	19693	7248	14208	-5032		
51930	36307	30520	19670	7248	14208	-5032		
51869	36321	30477	19700	7272	14216	-5036		
51834	36324	30482	19679	7272	14216	-5036		
51803	36331	30474	19665	7364	14180	-5028		
51765	36309	30434	19666	7364	14180	-5028		
51740	36323	30419	19693	7392	14284	-5160		
51670	36339	30431	19672	7392	14284	-5160		
51646	36336	30419	19675	7404	14300	-5184		
51598	36334	30392	19683	7404	14300	-5184		
51596	36337	30384	19677	7264	14264	-5144		
51528	36328	30368	19674	7264	14264	-5144		
51467	36335	30349	19683	7312	14112	-5040		
51420	36348	30316	19686	7312	14112	-5040		
51414	36342	30326	19700	7224	14244	-5092		
51393	36354	30324	19686	7224	14244	-5092		
51355	36346	30316	19671	7348	14296	-5132		
51282	36366	30316	19682	7348	14296	-5132		
51221	36385	30290	19699	7356	14256	-5176		
51180	36392	30259	19688	7356	14256	-5176		
51137	36373	30270	19694	7272	14204	-5132		
51153	36393	30275	19688	7272	14204	-5132		
51135	36394	30270	19700	7312	14296	-5212		
51056	36411	30266	19689	7312	14296	-5212		
50999	36404	30226	19691	7216	14276	-5024		
50955	36393	30207	19681	7216	14276	-5024		
50956	36402	30260	19691	7284	14252	-5172		
50938	36356	30250	19677	7284	14252	-5172		
50984	36355	30259	19658	7296	14196	-5040		
50981	36309	30284	19656	7296	14196	-5040		
50952	36315	30272	19640	7376	14276	-5244		
50984	36304	30297	19637	7376	14276	-5244		
51025	36293	30323	19628	7336	14272	-5272		
51097	36311	30350	19642	7336	14272	-5272		
51123	36294	30385	19641	7244	14300	-5140		
51153	36278	30396	19647	7244	14300	-5140		
51187	36292	30421	19636	7228	14196	-5220		
51180	36290	30420	19639	7228	14196	-5220		
51167	36287	30430	19632	7312	14244	-5056		
51141	36304	30413	19637	7312	14244	-5056		
51124	36317	30410	19643	7320	14256	-5264		
51112	36309	30411	19641	7320	14256	-5264		
51109	36310	30423	19631	7288	14224	-5272		
51081	36325	30400	19622	7288	14224	-5272		
51020	36350	30398	19634	7368	14248	-5220		
50982	36328	30385	19634	7368	14248	-5220		
50949	36331	30398	19631	7260	14128	-5040		
50926	36341	30392	19634	7260	14128	-5040		
50907	36344	30359	19650	7180	14144	-5200		
50826	36330	30360	19648	7180	14144	-5200		
50784	36352	30319	19652	7368	14232	-5204		
50763	36366	30339	19652	7368	14232	-5204		
50749	36383	30326	19643	7192	14276	-5172		
50722	36397	30345	19651	7192	14276	-5172		
50660	36415	30299	19664	7356	14304	-5148		
50613	36435	30309	19670	7356	14304	-5148		
50593	36440	30277	19664	7324	14284	-5140		
50570	36438	30284	19667	7324	14284	-5140		
50545	36445	30273	19674	7212	14124	-5200		
50509	36474	30237	19671	7212	14124	-5200		
50468	36473	30243	19671	7344	14204	-5032		
50448	36476	30227	19677	7344	14204	-5032		
50428	36482	30222	19687	7208	14268	-5264		
50406	36492	30213	19690	7208	14268	-5264		
50368	36500	30168	19698	7284	14248	-5256		
50314	36495	30157	19686	7284	14248	-5256		
50269	36505	30127	19705	7292	14208	-5148		
50185	36527	30121	19703	7292	14208	-5148		
50161	36530	30103	19710	7320	14160	-5272		
50116	36535	30075	19713	7320	14160	-5272		
50115	36540	30050	19719	7316	14228	-5312		
50007	36556	30038	19729	7316	14228	-5312		
49974	36558	30012	19722	7244	14208	-5092		
49914	36580	30003	19733	7244	14208	-5092		
49843	36589	29978	19746	7216	14216	-5200		
49806	36587	29986	19725	7216	14216	-5200		
49776	36553	29965	19745	7268	14368	-5176		
49776	36568	29999	19708	7268	14368	-5176		
49793	36533	30019	19701	7196	14256	-5120		
49804	36518	30019	19697	7196	14256	-5120		
49798	36508	30027	19700	7356	14196	-5044		
49855	36498	30045	19694	7356	14196	-5044		
49924	36495	30080	19679	7336	14292	-5244		
49964	36498	30072	19696	7336	14292	-5244		
50016	36483	30104	19690	7332	14284	-5236		
50037	36491	30123	19694	7332	14284	-5236		
50061	36483	30116	19691	7256	14340	-5256		
50068	36490	30107	19704	7256	14340	-5256		
50066	36475	30087	19699	7296	14228	-5180		
50033	36500	30092	19702	7296	14228	-5180		
50011	36507	30075	19710	7240	14312	-5036		
49997	36493	30056	19697	7240	14312	-5036		
49991	36516	30055	19702	7244	14296	-5100		
49915	36509	30045	19703	7244	14296	-5100		
49865	36515	29996	19705	7256	14216	-5432		
49821	36504	29995	19709	7256	14216	-5432		
49837	36511	29988	19684	7264	14212	-5168		
49779	36538	29960	19700	7264	14212	-5168		
49724	36523	29933	19707	7312	14168	-5328		
49682	36534	29910	19705	7312	14168	-5328		
49618	36558	29908	19710	7280	14280	-5152		
49574	36550	29870	19720	7280	14280	-5152		
49568	36561	29844	19726	7220	14164	-5084		
49488	36572	29821	19730	7220	14164	-5084		
49460	36553	29821	19721	7232	14240	-5244		
49408	36587	29784	19735	7232	14240	-5244		
49365	36602	29769	19742	7180	14192	-5072		
49343	36609	29760	19744	7180	14192	-5072		
49263	36612	29749	19758	7172	14200	-5120		
49219	36612	29720	19750	7172	14200	-5120		
49219	36634	29688	19760	7312	14184	-5128		
49194	36638	29694	19760	7312	14184	-5128		
49130	36632	29646	19779	7312	14248	-5176		
49116	36653	29653	19750	7312	14248	-5176		
49067	36667	29639	19784	7296	14212	-5156		
49064	36660	29640	19794	7296	14212	-5156		
48997	36674	29610	19774	7288	14260	-5068		
49009	36692	29602	19771	7288	14260	-5068		
48985	36697	29583	19791	7244	14132	-5156		
48929	36714	29578	19783	7244	14132	-5156		
48926	36703	29551	19789	7308	14256	-5192		
48897	36720	29552	19788	7308	14256	-5192		
48874	36724	29551	19800	7284	14268	-5148		
48862	36737	29532	19814	7284	14268	-5148		
48824	36737	29527	19812	7308	14192	-5204		
48812	36718	29537	19796	7308	14192	-5204		
48803	36731	29547	19806	7324	14232	-5128		
48808	36703	29566	19813	7324	14232	-5128		
48828	36716	29562	19779	7312	14224	-5180		
48856	36692	29566	19790	7312	14224	-5180		
48913	36648	29602	19772	7232	14280	-5184		
48931	36655	29639	19801	7232	14280	-5184		
48976	36672	29643	19788	7312	14192	-5180		
49006	36658	29652	19761	7312	14192	-5180		
49043	36642	29684	19779	7296	14348	-4996		
49069	36647	29684	19777	7296	14348	-4996		
49147	36639	29720	19783	7128	14292	-5044		
49203	36631	29720	19779	7128	14292	-5044		
49180	36671	29725	19764	7288	14140	-5068		
49142	36669	29738	19775	7288	14140	-5068		
49122	36656	29726	19780	7256	14292	-5048		
49072	36657	29699	19774	7256	14292	-5048		
49052	36667	29688	19762	7284	14208	-4996		
49051	36648	29680	19789	7284	14208	-4996		
49027	36660	29675	19799	7304	14164	-5192		
49001	36656	29692	19789	7304	14164	-5192		
48958	36667	29673	19786	7280	14240	-5096		
48922	36661	29660	19792	7280	14240	-5096		
48906	36658	29633	19793	7248	14368	-5152		
48860	36673	29668	19796	7248	14368	-5152		
48861	36656	29635	19818	7328	14300	-5188		
48857	36666	29621	19812	7328	14300	-5188		
48835	36686	29611	19811	7252	14220	-5384		
48780	36671	29580	19812	7252	14220	-5384		
48697	36697	29564	19819	7268	14292	-5192		
48656	36659	29553	19817	7268	14292	-5192		
48631	36673	29509	19809	7316	14284	-5176		
48609	36673	29532	19826	7316	14284	-5176		
48601	36702	29519	19816	7240	14212	-5188		
48562	36698	29482	19837	7240	14212	-5188		
48497	36689	29458	19840	7288	14368	-5188		
48443	36706	29438	19830	7288	14368	-5188		
48417	36714	29407	19827	7280	14224	-5212		
48391	36708	29375	19831	7280	14224	-5212		
48360	36734	29384	19836	7256	14172	-5108		
48366	36724	29360	19839	7256	14172	-5108		
48321	36723	29340	19858	7344	14280	-5164		
48279	36741	29302	19845	7344	14280	-5164		
48221	36748	29268	19839	7296	14316	-5092		
48210	36743	29247	19858	7296	14316	-5092		
48167	36750	29210	19853	7272	14260	-5144		
48188	36750	29205	19861	7272	14260	-5144		
48158	36748	29188	19868	7216	14244	-5108		
48123	36753	29150	19855	7216	14244	-5108		
48071	36768	29118	19845	7268	14292	-5108		
48037	36766	29088	19845	7268	14292	-5108		
48026	36737	29090	19850	7208	14320	-5140		
48045	36717	29085	19838	7208	14320	-5140		
48094	36708	29053	19831	7252	14272	-5184		
48126	36688	29031	19839	7252	14272	-5184		
48169	36682	29023	19828	7236	14220	-5240		
48253	36669	29008	19824	7236	14220	-5240		
48317	36673	28990	19822	7220	14212	-5052		
48364	36684	28962	19832	7220	14212	-5052		
48382	36667	28943	19817	7200	14320	-5288		
48428	36659	28906	19828	7200	14320	-5288		
48468	36658	28872	19832	7224	14232	-5256		
48516	36666	28844	19829	7224	14232	-5256		
48566	36655	28798	19820	7356	14204	-5144		
48555	36662	28761	19829	7356	14204	-5144		
48530	36655	28734	19829	7292	14300	-5064		
48529	36669	28675	19829	7292	14300	-5064		
48523	36670	28633	19808	7188	14252	-5024		
48491	36658	28563	19833	7188	14252	-5024		
48487	36651	28560	19819	7212	14272	-5080		
48481	36661	28511	19841	7212	14272	-5080		
48474	36664	28450	19814	7272	14260	-5032		
48446	36659	28401	19819	7272	14260	-5032		
48454	36658	28345	19827	7412	14244	-5236		
48433	36667	28318	19826	7412	14244	-5236		
48414	36672	28262	19832	7324	14212	-5156		
48412	36662	28200	19841	7324	14212	-5156		
48397	36684	28154	19831	7292	14236	-5332		
48401	36707	28099	19830	7292	14236	-5332		
48384	36692	28031	19861	7216	14280	-5200		
48381	36693	27973	19842	7216	14280	-5200		
48390	36701	27879	19840	7228	14304	-5116		
48347	36702	27821	19848	7228	14304	-5116		
48356	36715	27737	19853	7316	14336	-5172		
48333	36717	27666	19852	7316	14336	-5172		
48320	36736	27594	19857	7336	14152	-5308		
48312	36727	27494	19854	7336	14152	-5308		
48313	36728	27415	19852	7228	14276	-5132		
48315	36736	27322	19867	7228	14276	-5132		
48295	36741	27247	19877	7344	14180	-5020		
48306	36724	27155	19877	7344	14180	-5020		
48275	36734	27055	19882	7292	14328	-5100		
48282	36750	26994	19867	7292	14328	-5100		
48293	36751	26903	19856	7224	14352	-5180		
48308	36766	26807	19889	7224	14352	-5180		
48328	36769	26738	19903	7168	14208	-5208		
48332	36788	26648	19884	7168	14208	-5208		
48283	36777	26548	19867	7176	14240	-5152		
48274	36773	26475	19889	7176	14240	-5152		
48280	36767	26418	19876	7272	14236	-5176		
48297	36760	26320	19869	7272	14236	-5176		
48294	36738	26263	19887	7320	14300	-5132		
48337	36734	26162	19864	7320	14300	-5132		
48353	36723	26071	19859	7328	14232	-5080		
48405	36709	26009	19856	7328	14232	-5080		
48479	36692	25937	19850	7236	14268	-5208		
48606	36716	25846	19856	7236	14268	-5208		
48663	36704	25769	19842	7356	14288	-5084		
48730	36690	25672	19850	7356	14288	-5084		
48804	36683	25573	19860	7196	14212	-5156		
48809	36685	25480	19851	7196	14212	-5156		
48854	36694	25384	19871	7420	14280	-5152		
48884	36698	25309	19857	7420	14280	-5152		
48911	36690	25188	19844	7264	14192	-5284		
48879	36701	25125	19841	7264	14192	-5284		
48864	36699	25015	19859	7228	14216	-5120		
48853	36704	24926	19850	7228	14216	-5120		
48838	36693	24831	19850	7252	14344	-5260		
48838	36688	24733	19866	7252	14344	-5260		
48790	36698	24668	19851	7256	14196	-5128		
48800	36691	24550	19853	7256	14196	-5128		
48808	36706	24477	19864	7276	14252	-5068		
48746	36702	24384	19859	7276	14252	-5068		
48724	36714	24306	19846	7296	14204	-5112		
48707	36681	24235	19858	7296	14204	-5112		
48703	36721	24157	19863	7208	14256	-5180		
48713	36721	24102	19871	7208	14256	-5180		
48671	36717	24034	19885	7164	14228	-4964		
48654	36715	23960	19864	7164	14228	-4964		
48640	36711	23901	19888	7244	14324	-5268		
48610	36725	23836	19861	7244	14324	-5268		
48590	36726	23777	19880	7284	14168	-5092		
48603	36710	23718	19885	7284	14168	-5092		
48579	36719	23674	19886	7216	14304	-5236		
48591	36722	23607	19893	7216	14304	-5236		
48559	36713	23533	19892	7312	14228	-5148		
48518	36714	23488	19889	7312	14228	-5148		
48509	36717	23454	19891	7312	14184	-5260		
48581	36713	23397	19888	7312	14184	-5260		
48591	36730	23386	19892	7144	14256	-5148		
48638	36715	23342	19894	7144	14256	-5148		
48592	36712	23300	19888	7272	14232	-5108		
48599	36702	23240	19902	7272	14232	-5108		
48623	36715	23201	19889	7252	14144	-5148		
48631	36710	23157	19904	7252	14144	-5148		
48599	36722	23129	19915	7160	14196	-5128		
48599	36690	23086	19913	7160	14196	-5128		
48560	36699	23049	19917	7224	14172	-4988		
48550	36673	23016	19889	7224	14172	-4988		
48572	36632	23016	19865	7260	14332	-5128		
48625	36627	22965	19879	7260	14332	-5128		
48688	36603	22968	19860	7156	14276	-5192		
48754	36582	22924	19860	7156	14276	-5192		
48769	36584	22911	19863	7280	14344	-5092		
48825	36583	22866	19865	7280	14344	-5092		
48863	36573	22870	19846	7300	14220	-5100		
48899	36542	22844	19848	7300	14220	-5100		
48968	36554	22826	19861	7336	14324	-5264		
49004	36546	22796	19849	7336	14324	-5264		
49035	36528	22747	19849	7192	14116	-5096		
48984	36533	22724	19843	7192	14116	-5096		
48975	36531	22687	19846	7252	14172	-5052		
48942	36530	22655	19841	7252	14172	-5052		
48920	36517	22627	19861	7296	14288	-5128		
48882	36511	22642	19819	7296	14288	-5128		
48880	36510	22626	19834	7308	14148	-5204		
48837	36512	22620	19837	7308	14148	-5204		
48825	36516	22610	19838	7216	14224	-5280		
48766	36505	22621	19837	7216	14224	-5280		
48690	36494	22616	19827	7232	14224	-5212		
48657	36495	22619	19825	7232	14224	-5212		
48613	36505	22622	19843	7176	14212	-5168		
48589	36488	22652	19847	7176	14212	-5168		
48558	36491	22670	19823	7220	14288	-5132		
48550	36495	22706	19836	7220	14288	-5132		
48530	36515	22754	19829	7312	14244	-5068		
48511	36499	22784	19842	7312	14244	-5068		
48522	36511	22851	19839	7228	14276	-5204		
48502	36515	22878	19815	7228	14276	-5204		
48506	36529	22905	19823	7416	14248	-5220		
48453	36517	22931	19828	7416	14248	-5220		
48436	36520	22989	19854	7180	14240	-5120		
48440	36528	23011	19835	7180	14240	-5120		
48436	36535	23040	19835	7192	14276	-5292		
48419	36521	23085	19843	7192	14276	-5292		
48407	36536	23116	19853	7212	14280	-5244		
48380	36545	23150	19849	7212	14280	-5244	80.00	500.0
48396	36552	23197	19862	7268	14332	-5252	80.00	500.0
48384	36547	23215	19844	7268	14332	-5252	80.00	500.0
48344	36570	23265	19841	7328	14152	-5088	80.00	500.0
48338	36560	23288	19839	7328	14152	-5088	80.00	500.0
48319	36546	23337	19839	7292	14248	-5188	80.00	500.0
48302	36515	23381	19845	7292	14248	-5188	80.00	500.0
48280	36527	23426	19824	7296	14208	-5104	80.00	500.0
48350	36489	23474	19820	7296	14208	-5104	80.00	500.0
48394	36489	23546	19807	7284	14148	-5100	80.00	500.0
48445	36482	23603	19793	7284	14148	-5100	80.00	500.0
48488	36481	23677	19799	7280	14180	-5092	80.00	500.0
48560	36481	23736	19778	7280	14180	-5092	80.00	500.0
48634	36473	23832	19785	7232	14312	-5256	80.00	500.0
48675	36462	23882	19775	7232	14312	-5256	80.00	500.0
48760	36469	23968	19795	7232	14308	-5224	80.00	500.0
48786	36468	24022	19780	7232	14308	-5224	80.00	500.0
48842	36459	24073	19772	7208	14252	-5272	80.00	500.0
48861	36466	24119	19781	7208	14252	-5272	80.00	500.0
48869	36463	24178	19795	7384	14280	-5176	80.00	500.0
48850	36476	24197	19781	7384	14280	-5176	80.00	500.0
48874	36471	24221	19762	7324	14116	-5212	80.00	500.0
48832	36464	24242	19789	7324	14116	-5212	80.00	500.0
48882	36468	24290	19768	7324	14240	-5084	80.00	500.0
48887	36442	24325	19767	7324	14240	-5084	80.00	500.0
48883	36466	24354	19794	7232	14288	-5068	80.00	500.0
48866	36482	24369	19766	7232	14288	-5068	80.00	500.0
48849	36472	24387	19782	7308	14204	-5148	80.00	500.0
48825	36470	24401	19775	7308	14204	-5148	80.00	500.0
48829	36482	24410	19775	7224	14228	-5084	80.00	500.0
48839	36479	24442	19784	7224	14228	-5084	80.00	500.0
48827	36489	24465	19769	7328	14272	-5136	80.00	500.0
48795	36509	24463	19781	7328	14272	-5136	80.00	500.0
48789	36492	24494	19773	7284	14236	-5072	80.00	500.0
48805	36507	24508	19780	7284	14236	-5072	80.00	500.0
48774	36516	24514	19782	7372	14232	-5152	80.00	500.0
48753	36525	24507	19789	7372	14232	-5152	80.00	500.0
48746	36529	24546	19803	7248	14256	-5180	80.00	500.0
48743	36528	24537	19788	7248	14256	-5180	80.00	500.0
48725	36523	24535	19779	7356	14264	-5188	80.00	500.0
48719	36542	24542	19786	7356	14264	-5188	80.00	500.0
48701	36525	24528	19803	7276	14216	-5136	80.00	500.0
48693	36545	24551	19790	7276	14216	-5136	80.00	500.0
48663	36538	24544	19790	7196	14344	-5052	80.00	500.0
48676	36555	24565	19789	7196	14344	-5052	80.00	500.0
48655	36580	24556	19798	7200	14284	-5092	80.00	500.0
48702	36557	24555	19809	7200	14284	-5092	80.00	500.0
48693	36563	24560	19813	7240	14236	-5076	80.00	500.0
48696	36581	24539	19797	7240	14236	-5076	80.00	500.0
48698	36582	24560	19802	7296	14284	-5088	80.00	500.0
48716	36562	24536	19787	7296	14284	-5088	61.86	34.6
48703	36582	24527	19795	7216	14216	-5180	61.86	34.6
48684	36586	24522	19809	7216	14216	-5180	61.86	34.6
48647	36592	24495	19811	7124	14268	-5044	61.86	34.6
48684	36590	24513	19800	7124	14268	-5044	61.86	34.6
48648	36559	24517	19779	7344	14188	-5184	61.86	34.6
48673	36554	24516	19785	7344	14188	-5184	61.86	34.6
48634	36525	24485	19768	7240	14252	-5044	61.86	34.6
48701	36516	24505	19755	7240	14252	-5044	61.86	34.6
48699	36498	24512	19735	7344	14172	-5020	61.86	34.6
48764	36479	24508	19752	7344	14172	-5020	61.86	34.6
48803	36454	24518	19705	7256	14348	-4988	61.86	34.6
48872	36452	24534	19728	7256	14348	-4988	61.86	34.6
48916	36437	24546	19718	7336	14296	-5004	61.86	34.6
48967	36436	24565	19710	7336	14296	-5004	61.86	34.6
49005	36423	24575	19704	7196	14360	-4864	61.86	34.6
49065	36422	24578	19704	7196	14360	-4864	61.86	34.6
49077	36407	24574	19681	7248	14192	-5004	61.86	34.6
49078	36418	24579	19695	7248	14192	-5004	61.86	34.6
49070	36404	24575	19690	7308	14216	-5068	61.86	34.6
49073	36401	24587	19703	7308	14216	-5068	61.86	34.6
49033	36401	24577	19686	7292	14308	-5060	61.86	34.6
49008	36402	24592	19665	7292	14308	-5060	61.86	34.6
48984	36386	24557	19681	7184	14328	-5040	61.86	34.6
48951	36393	24551	19666	7184	14328	-5040	61.86	34.6
48934	36404	24564	19703	7320	14232	-4864	61.86	34.6
48928	36380	24549	19674	7320	14232	-4864	61.86	34.6
48884	36364	24549	19675	7312	14244	-4828	61.86	34.6
48862	36372	24543	19674	7312	14244	-4828	61.86	34.6
48819	36375	24570	19672	7216	14276	-5008	61.86	34.6
48821	36385	24550	19669	7216	14276	-5008	61.86	34.6
48774	36385	24541	19664	7320	14308	-4904	61.86	34.6
48747	36390	24531	19659	7320	14308	-4904	61.86	34.6
48705	36381	24549	19666	7280	14276	-4968	61.86	34.6
48690	36372	24538	19679	7280	14276	-4968	61.86	34.6
48653	36381	24541	19667	7296	14372	-5116	61.86	34.6
48628	36365	24523	19673	7296	14372	-5116	61.86	34.6
48607	36370	24540	19668	7336	14240	-5180	61.86	34.6
48575	36365	24539	19661	7336	14240	-5180	61.86	34.6
48513	36374	24515	19655	7272	14220	-5148	61.86	34.6
48492	36378	24536	19649	7272	14220	-5148	61.86	34.6
48455	36381	24514	19657	7240	14260	-5000	61.86	34.6
48455	36388	24533	19665	7240	14260	-5000	61.86	34.6
48423	36373	24539	19663	7264	14188	-5060	61.86	34.6
48408	36373	24545	19663	7264	14188	-5060	61.86	34.6
48355	36376	24534	19657	7196	14248	-4964	61.86	34.6
48329	36374	24553	19663	7196	14248	-4964	61.86	34.6
48318	36397	24549	19656	7264	14244	-5096	61.86	34.6
48323	36419	24535	19666	7264	14244	-5096	61.86	34.6
48286	36388	24543	19672	7204	14284	-5048	61.86	34.6
48271	36410	24543	19657	7204	14284	-5048	61.76	45.5
48280	36404	24559	19677	7212	14268	-5088	61.76	45.5
48227	36398	24544	19672	7212	14268	-5088	61.76	45.5
48241	36396	24577	19666	7244	14256	-4872	61.76	45.5
48203	36385	24562	19646	7244	14256	-4872	61.76	45.5
48218	36375	24584	19640	7236	14296	-5376	61.76	45.5
48230	36361	24633	19626	7236	14296	-5376	61.76	45.5
48279	36337	24660	19644	7368	14256	-5240	61.76	45.5
48304	36308	24683	19625	7368	14256	-5240	61.76	45.5
48339	36290	24697	19598	7224	14272	-5164	61.76	45.5
48397	36282	24710	19586	7224	14272	-5164	61.76	45.5
48470	36262	24769	19582	7184	14256	-5044	61.76	45.5
48568	36253	24847	19599	7184	14256	-5044	61.76	45.5
48667	36238	24894	19574	7336	14200	-5180	61.76	45.5
48780	36245	24910	19575	7336	14200	-5180	61.76	45.5
48836	36249	24928	19577	7180	14288	-5236	61.76	45.5
48861	36225	24938	19566	7180	14288	-5236	61.76	45.5
48910	36233	24966	19563	7276	14220	-5108	61.76	45.5
48946	36223	24969	19567	7276	14220	-5108	61.76	45.5
